 1,0.4,3.6,17:00,-1.5,8:30,17.8,0.0,0.0,28.8,78.9,23:00,N
 2,0.2,1.3,0:20,-0.7,3:20,18.1,0.0,1.2,41.8,75.6,9:10,N
 3,-0.5,0.1,0:10,-1.1,22:20,18.8,0.0,0.4,51.2,88.5,16:10,NNE
 4,-0.8,-0.5,11:50,-1.3,3:40,19.1,0.0,2.6,19.2,49.9,0:40,NNE
 5,0.0,0.8,13:10,-0.9,0:10,18.3,0.0,0.0,10.9,30.6,2:30,NW
 6,1.6,2.7,20:30,0.1,6:10,16.7,0.0,12.8,12.6,38.6,22:30,WNW
 7,3.6,5.6,11:00,2.2,0:10,14.7,0.0,3.8,16.4,41.8,5:10,NNE
 8,4.6,6.1,12:40,3.2,7:50,13.7,0.0,0.0,18.7,46.7,17:10,SW
 9,5.4,7.7,15:30,3.9,3:40,12.9,0.0,3.2,24.9,54.7,19:30,SW
10,7.4,11.7,15:40,3.8,4:10,10.9,0.0,0.0,19.5,70.8,0:40,W
11,9.9,12.5,14:50,5.7,23:50,8.3,0.0,0.0,15.0,38.6,1:50,W
12,6.4,8.3,14:40,5.3,00:00,11.9,0.0,0.0,27.5,67.6,18:30,S
13,4.2,6.8,15:50,2.6,5:50,14.1,0.0,0.0,14.0,33.8,9:00,W
14,4.2,6.4,14:50,2.5,7:50,14.1,0.0,0.0,20.9,49.9,10:40,NW
15,3.0,4.8,19:10,1.4,7:10,15.3,0.0,0.2,32.0,70.8,3:20,N
16,8.3,12.4,23:50,4.1,0:10,10.0,0.0,0.0,11.3,29.0,19:10,NW
17,12.4,14.8,14:40,8.7,6:10,5.9,0.0,0.0,24.9,51.5,5:10,WNW
18,12.9,16.3,14:40,10.3,8:10,5.4,0.0,0.0,15.3,38.6,2:50,WNW
19,12.7,15.4,13:20,10.2,21:10,5.6,0.0,0.0,15.6,32.2,18:00,SW
20,9.1,11.6,13:10,6.1,23:00,9.3,0.0,0.0,18.0,45.1,15:10,SSW
21,6.2,8.6,2:50,4.3,7:10,12.1,0.0,0.0,10.5,40.2,1:50,SSE
22,6.9,9.3,11:50,5.1,0:10,11.4,0.0,0.2,8.7,29.0,20:20,NNE
23,5.3,7.2,16:00,3.9,21:10,13.0,0.0,0.0,17.2,43.5,15:20,NW
24,1.6,4.2,0:10,0.1,23:10,16.7,0.0,1.6,35.4,72.4,20:20,N
25,0.5,2.1,21:40,-0.4,7:20,17.8,0.0,0.6,24.1,59.5,1:10,NNW
26,2.6,5.4,14:10,0.8,5:50,15.8,0.0,0.0,12.9,35.4,8:10,NW
27,4.1,7.3,12:20,1.9,0:10,14.2,0.0,0.0,12.1,40.2,5:00,NNW
28,3.9,5.4,13:40,2.7,0:40,14.3,0.0,3.2,16.7,64.4,19:40,SSW
