7/1/2017,2
7/1/2017,55
7/6/2017,50
7/16/2017,1
7/19/2017,0.5
7/23/2017,3
7/25/2017,0.1
7/29/2017,5
7/30/2017,2
7/31/2017,3400
8/1/2017,60
8/2/2017,0.6
8/3/2017,55
8/3/2017,1.5
8/9/2017,2
8/20/2017,20
8/21/2017,1.5
8/21/2017,0.4
8/26/2017,8
8/27/2017,0.02
8/29/2017,0.05
8/31/2017,1.5
9/3/2017,1.2
9/3/2017,0.1
9/11/2017,2
9/15/2017,0.5
9/21/2017,0.1
9/25/2017,0.2
10/23/2017,1.5
11/3/2017,0.4
11/24/2017,1
12/13/2017,1
1/2/2018,3.5
3/9/2018,0.5
3/27/2018,0.3
3/30/2018,0.5
4/8/2018,0.3
4/14/2018,500
4/18/2018,1
5/12/2018,3
5/26/2018,3
5/27/2018,4
6/12/2018,0.25
6/15/2018,35
6/28/2018,1
7/1/2018,0.1
7/12/2018,10
7/15/2018,10
7/22/2018,5
7/22/2018,8
7/26/2018,12
7/26/2018,0.1
7/26/2018,30
7/27/2018,1.5
8/2/2018,1
8/19/2018,20
8/19/2018,2
9/8/2018,0.5
9/8/2018,0.05
9/17/2018,4
9/27/2018,3
9/28/2018,0.1
11/4/2018,0.3
11/15/2018,2
